ACSSF,2018e5,ca,000,0005,0000061,501317,368332,132985,114035,1877,406,29,7314,188,801,577,1013,166,4475,94,3328,270,62,515,1041,117,12,1034,5,261,11,5996,2270,2119,0,1607,501317,368332,318237,7192,2068,19720,1406,2501,17208,515,16693,132985,57282,768,2786,367,230,60921,10631,5516,5115,501317,368332,132985
ACSSF,2018e5,ca,000,0005,0000062,539301,293328,245973,226946,3334,239,61,7489,180,1262,349,1672,103,3881,42,1852,324,0,206,580,97,0,590,45,0,10,6052,1927,1833,22,2270,539301,293328,229796,14338,2600,28599,3711,908,13376,607,12769,245973,179021,1196,1661,649,262,53953,9231,5229,4002,539301,293328,245973
ACSSF,2018e5,ca,000,0005,0000063,95872,66518,29354,26868,432,87,41,696,0,154,0,292,77,173,0,166,39,0,18,10,15,20,36,0,0,28,1064,578,223,0,263,95872,66518,44769,1793,676,14532,367,211,4170,210,3960,29354,21983,213,260,103,202,4224,2369,646,1723,95872,66518,29354
ACSSF,2018e5,ca,000,0005,0000064,63373,47750,15623,14477,65,13,0,301,15,0,0,7,0,279,0,65,28,0,0,2,3,21,0,0,11,0,702,160,353,0,189,63373,47750,43539,420,1013,964,17,24,1773,39,1734,15623,10580,51,608,0,2,3615,767,469,298,63373,47750,15623
ACSSF,2018e5,ca,000,0005,0000065,12862,11932,930,735,8,18,0,25,7,1,14,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,136,46,0,0,90,12862,11932,10607,87,574,179,158,27,300,1,299,930,529,0,3,28,0,350,20,14,6,12862,11932,930
ACSSF,2018e5,ca,000,0005,0000066,460477,165328,295149,285056,1083,580,36,3820,171,1149,274,151,128,1908,39,841,110,33,65,234,109,22,249,0,19,0,3733,739,722,0,2272,460477,165328,133617,5870,2769,14800,584,877,6811,262,6549,295149,218642,1456,2700,1662,113,61866,8710,4916,3794,460477,165328,295149
ACSSF,2018e5,ca,000,0005,0000067,53932,47405,6527,4795,113,69,0,323,7,66,0,0,0,250,0,252,50,11,132,8,27,0,24,0,0,0,975,637,209,0,129,53932,47405,43364,880,747,732,125,40,1517,28,1489,6527,3825,46,250,17,9,1392,988,440,548,53932,47405,6527
ACSSF,2018e5,ca,000,0005,0000068,848112,488095,360017,322089,3409,1493,199,15343,608,4624,1221,1711,195,6819,165,8183,1581,229,647,2022,807,166,2079,136,256,260,9301,3718,2222,20,3341,848112,488095,388301,13677,2299,60242,1406,1016,21154,540,20614,360017,291896,1158,4770,1530,365,43891,16407,6431,9976,848112,488095,360017
ACSSF,2018e5,ca,000,0005,0000069,214977,147168,67809,57951,1349,353,120,2704,56,870,344,280,45,1094,15,2145,293,34,527,333,83,27,811,0,37,0,3187,1547,811,0,829,214977,147168,101274,5215,533,29360,919,258,9609,333,9276,67809,44504,619,714,252,65,17516,4139,1626,2513,214977,147168,67809
ACSSF,2018e5,ca,000,0005,0000070,75493,54503,20990,18831,282,92,160,518,0,71,155,5,32,255,0,184,0,29,88,53,0,0,14,0,0,0,923,453,253,0,217,75493,54503,42085,2340,643,4977,292,126,4040,58,3982,20990,14259,92,436,127,51,4000,2025,593,1432,75493,54503,20990
