393|easthemet/cdp|East Hemet CDP, California|Riverside County|13501754|0|5.213|0|33.730124|-116.941044|18188|10886|9542|577|117|153|52|0|445|7302|4316|48|85|4|0|2528|321|19371|45374|49055|146900|1057|1974|3.34|3.63|11044|8762|1391|486|99|||||||||||||||||||||
394|eastlosangeles/cdp|East Los Angeles CDP, California|Los Angeles County|19296686|11013|7.45|0.004|34.031506|-118.168567|127610|3475|1527|379|67|1183|13|123|183|124135|71076|247|476|115|18|50571|1632|12905|39103|41577|291700|977|1949|4.04|4.45|74965|34237|4174|945|206|||||||||||||||||||||
395|eastnicolaus/cdp|East Nicolaus CDP, California|Sutter County|11872140|0|4.584|0|38.910052|-121.544321|251|141|136|0|0|5|0|0|0|110|0|0|0|0|0|105|5|22273|42566|44408|152500|1000|1964|2.59|3.87|155|112|10|2|0|||||||||||||||||||||
396|eastoakdale/cdp|East Oakdale CDP, California|Stanislaus County|12282492|1018706|4.742|0.393|37.783108|-120.811277|2901|2358|2226|0|0|68|0|0|64|543|543|0|0|0|0|0|0|40010|84018|95938|448100|447|1990|2.78|3.16|2046|1963|628|262|115|||||||||||||||||||||
397|easton/cdp|Easton CDP, California|Fresno County|7799479|0|3.011|0|36.652391|-119.790786|1991|693|618|18|32|25|0|0|0|1298|629|0|25|0|0|567|77|26678|58813|63917|161200|913|1962|3.16|3.65|1323|979|186|34|10|||||||||||||||||||||
398|eastorosi/cdp|East Orosi CDP, California|Tulare County|642248|0|0.248|0|36.548069|-119.259853|321|74|4|0|0|0|0|0|70|247|150|0|0|0|0|51|46|7465|29000|31375|158200|1200|1975|4.59|4.89|132|43|0|0|0|||||||||||||||||||||
399|eastpaloalto|East Palo Alto city, California|San Mateo County|6491126|298293|2.506|0.115|37.46778|-122.13255|28920|10996|1915|4084|4|876|3363|115|639|17924|11626|16|35|0|83|5985|179|18527|52716|53094|386100|1393|1966|4.14|4.69|16469|10948|2627|950|342|29377|124|5||8|55|56|574|193|228|153|6|9105|5704|717|126|38|36|66|23|2395
400|eastpasadena/cdp|East Pasadena CDP, California|Los Angeles County|3416203|13187|1.319|0.005|34.136798|-118.077535|6123|3977|2092|75|17|1636|0|15|142|2146|1336|0|0|14|0|719|77|45380|76019|87273|651400|1464|1945|2.99|3.41|4370|3904|1857|756|372|||||||||||||||||||||
401|eastporterville/cdp|East Porterville CDP, California|Tulare County|7718846|46890|2.98|0.018|36.056872|-118.97126|6585|1487|1401|0|17|53|0|0|16|5098|4382|0|74|9|0|502|131|10164|31900|31012|107800|710|1973|3.96|4.18|3333|1413|103|18|5|||||||||||||||||||||
402|eastquincy/cdp|East Quincy CDP, California|Plumas County|31368046|0|12.111|0|39.916432|-120.91894|2633|2605|2277|22|120|0|130|0|56|28|17|0|0|0|0|0|11|23396|51045|56667|205500|1030|1967|2.3|2.96|1810|1582|209|78|0|||||||||||||||||||||
403|eastranchodominguez/cdp|East Rancho Dominguez CDP, California|Los Angeles County|2128979|0|0.822|0|33.894834|-118.195588|15343|3003|53|2653|0|146|0|38|113|12340|6713|41|44|0|12|5051|479|13065|44964|47115|243600|1133|1951|4.75|5.04|8508|4500|380|101|10|||||||||||||||||||||
404|eastrichmondheights/cdp|East Richmond Heights CDP, California|Contra Costa County|1502600|0|0.58|0|37.945081|-122.313907|3501|2782|1883|415|13|340|13|22|96|719|324|0|7|0|0|329|59|32733|68185|83125|379000|1467|1955|2.44|2.93|2589|2458|1135|446|156|||||||||||||||||||||
405|eastsangabriel/cdp|East San Gabriel CDP, California|Los Angeles County|4040107|35252|1.56|0.014|34.119637|-118.080242|15573|12105|3208|129|29|8276|38|65|360|3468|1205|0|8|62|19|2048|126|33792|72500|90219|624100|1216|1960|3.02|3.59|11342|9941|5037|1852|556|||||||||||||||||||||
406|eastshore/cdp|East Shore CDP, California|Plumas County|3063618|0|1.183|0|40.245269|-121.076778|203|194|152|0|0|42|0|0|0|9|9|0|0|0|0|0|0|48613|80625|152083|217600|-|1977|2.9|3.46|137|106|34|11|0|||||||||||||||||||||
407|eastsonora/cdp|East Sonora CDP, California|Tuolumne County|6411726|13419|2.476|0.005|37.974304|-120.338076|2168|1991|1809|0|47|0|0|0|135|177|107|0|0|0|0|70|0|28074|43484|52500|173700|949|1982|1.76|2.41|1944|1760|427|151|56|||||||||||||||||||||
408|easttularevilla/cdp|East Tulare Villa CDP, California|Tulare County|1248350|0|0.482|0|36.20356|-119.282169|951|395|364|0|0|29|0|0|2|556|476|9|0|0|0|65|6|15225|45446|45625|158600|1066|1967|3.62|3.62|531|344|5|0|0|||||||||||||||||||||
409|eastvale|Eastvale city, California|Riverside County|32797623|1164576|12.663|0.45|33.963262|-117.580547|55298|33742|12063|5130|252|14892|23|31|1351|21556|13723|184|271|124|0|6164|1090|28687|109783|109717|408000|2,000+|2005|4.24|4.39|32632|28329|11337|3875|799|55504|59|0||4|17|38|929|206|603|120|6|21990|8276|7312|588|28|130|53|126|5477
410|eastwhittier/cdp|East Whittier CDP, California|Los Angeles County|2824327|0|1.09|0|33.924373|-117.988726|10440|4783|3897|16|16|639|0|0|215|5657|3453|0|36|78|0|1656|434|27809|66377|73207|398500|1160|1964|3.12|3.58|6799|6018|1207|306|79|||||||||||||||||||||
411|edgewood/cdp|Edgewood CDP, California|Siskiyou County|2631793|12263|1.016|0.005|41.460769|-122.425678|30|30|26|0|0|0|0|0|4|0|0|0|0|0|0|0|0|15243|34375|35313|-|-|1939-|2.73|2.89|23|21|3|3|0|||||||||||||||||||||
412|edmundsonacres/cdp|Edmundson Acres CDP, California|Kern County|172230|0|0.066|0|35.227296|-118.823252|274|153|102|47|4|0|0|0|0|121|85|15|0|0|0|21|0|9448|35000|34375|82500|958|1953|5.07|4.69|141|104|11|0|0|||||||||||||||||||||
413|edna/cdp|Edna CDP, California|San Luis Obispo County|3158263|0|1.219|0|35.210785|-120.605967|174|163|163|0|0|0|0|0|0|11|11|0|0|0|0|0|0|31055|75294|75417|678600|-|1975|2.12|2.37|141|141|35|0|0|||||||||||||||||||||
414|edwardsafb/cdp|Edwards AFB CDP, California|Kern County|44377478|1729|17.134|0.001|34.902408|-117.921869|2503|2166|1707|260|0|56|2|0|141|337|175|5|12|0|0|135|10|20554|63162|64265|-|1490|2002|3.44|3.53|1201|1181|473|191|7|||||||||||||||||||||
415|elcajon|El Cajon city, California|San Diego County|37498132|0|14.478|0|32.801697|-116.960376|101582|71891|55400|5383|220|3878|1188|97|5725|29691|19892|198|299|191|20|7148|1943|20430|45957|50257|333700|1096|1972|3.08|3.56|63397|50222|11563|3556|1010|102838|327|4||20|134|169|2252|496|1438|318|8|38107|12893|14094|1380|106|270|128|131|9105
416|elcentro|El Centro city, California|Imperial County|28706284|45516|11.084|0.018|32.787325|-115.558006|43268|7610|5354|941|57|937|9|63|249|35658|22139|113|267|58|24|10402|2655|18463|41677|47303|147100|744|1974|3.34|3.9|25781|17396|4339|1425|317|43532|167|0||12|59|96|2095|406|1544|145|8|16440|8024|3578|363|42|87|70|91|4185
417|elcerrito|El Cerrito city, California|Contra Costa County|9471196|0|3.657|0|37.91963|-122.302516|24136|21350|12211|1561|26|6025|40|79|1408|2786|1640|58|55|0|0|782|251|45190|88380|104524|589100|1457|1954|2.39|2.88|18536|17325|10936|5415|2142|24485|77|0||3|43|31|926|158|667|101|8|14735|9881|1159|156|177|60|37|23|3242
418|elcerrito/cdp|El Cerrito CDP, California|Riverside County|6611472|581970|2.553|0.225|33.838186|-117.522205|5551|2946|2620|96|19|155|0|0|56|2605|1782|0|105|0|0|592|126|22752|60987|61467|339800|1376|1976|3.77|3.97|3740|2817|456|182|37|||||||||||||||||||||
419|eldoradohills/cdp|El Dorado Hills CDP, California|El Dorado County|125487767|407674|48.451|0.157|38.673971|-121.048842|43862|40299|32865|868|33|4527|0|44|1962|3563|2671|157|31|39|0|447|218|46853|118306|129292|472000|1984|1998|3.08|3.41|28252|27382|14605|4902|1539|||||||||||||||||||||
420|eldridge/cdp|Eldridge CDP, California|Sonoma County|1688641|0|0.652|0|38.333887|-122.506518|1333|1121|1004|45|0|49|0|0|23|212|137|0|0|0|0|75|0|29956|54355|61786|375200|1189|1964|2.64|2.95|916|807|204|101|28|||||||||||||||||||||
421|elgranada/cdp|El Granada CDP, California|San Mateo County|12491468|0|4.823|0|37.514245|-122.465149|5377|4493|4133|0|0|159|16|0|185|884|679|0|1|0|0|204|0|57758|110000|158309|790200|1799|1977|2.64|3.07|3890|3629|2364|946|258|||||||||||||||||||||
422|elizabethlake/cdp|Elizabeth Lake CDP, California|Los Angeles County|16177952|768904|6.246|0.297|34.656488|-118.379847|1603|1388|1325|0|14|34|0|0|15|215|197|0|0|0|0|18|0|30157|56806|66500|220600|1250|1982|2.55|2.89|1151|1085|289|127|24|||||||||||||||||||||
423|elkcreek/cdp|Elk Creek CDP, California|Glenn County|3753632|81504|1.449|0.031|39.598678|-122.53232|136|119|103|0|0|0|16|0|0|17|0|0|2|0|0|15|0|23439|42500|44464|110400|775|1962|2.27|2.15|120|83|23|2|0|||||||||||||||||||||
424|elkgrove|Elk Grove city, California|Sacramento County|109280367|127132|42.193|0.049|38.414621|-121.384961|158455|130266|57669|17382|391|42793|2291|280|9460|28189|14761|635|645|515|35|8040|3558|29695|79051|84732|269600|1480|1998|3.24|3.62|98306|88996|34399|9742|3109|162957|622|2|32||124|464|3072|626|2237|209|5|82203|36434|24331|2389|229|469|329|122|17900
425|elkhorn/cdp|Elkhorn CDP, California|Monterey County|12451643|58180|4.808|0.022|36.810673|-121.718699|1342|960|918|0|0|18|0|0|24|382|280|0|0|0|0|102|0|33900|84758|103750|430900|-|1975|2.84|3.1|1030|814|245|68|12|||||||||||||||||||||
426|elmira/cdp|Elmira CDP, California|Solano County|1375203|0|0.531|0|38.352328|-121.907719|242|236|236|0|0|0|0|0|0|6|0|0|0|0|0|6|0|24259|71793|70870|-|1397|2003|2.66|3.1|134|115|13|0|0|||||||||||||||||||||
427|elmonte|El Monte city, California|Los Angeles County|24766302|221737|9.562|0.086|34.074633|-118.029136|115243|39169|5224|571|130|32270|345|61|568|76074|52094|148|511|141|0|21787|1393|15010|38906|40727|349000|1081|1962|3.83|4.16|74326|42308|8396|1521|363|116220|333|2||20|164|147|2213|462|1168|583|5|33485|17365|4794|714|82|133|280|205|9912
428|elnido/cdp|El Nido CDP, California|Merced County|8525668|0|3.292|0|37.132376|-120.498551|412|92|92|0|0|0|0|0|0|320|155|0|0|0|0|165|0|29007|30956|33375|102500|364|1986|3.58|4.23|202|80|28|0|0|||||||||||||||||||||
429|pasorobles|El Paso de Robles (Paso Robles) city, California|San Luis Obispo County|49589229|788598|19.147|0.304|35.64074|-120.654268|30522|18829|16809|965|69|702|0|0|284|11693|7615|45|362|10|0|3344|317|28358|59978|66880|350400|1138|1988|2.67|3.13|20126|16909|4550|1461|391|31117|125|0||6|7|112|788|157|584|47|6|15036|4604|6679|452|54|123|23|143|2958
430|elportal/cdp|El Portal CDP, California|Mariposa County|2663868|71783|1.029|0.028|37.673974|-119.806539|601|555|521|34|0|0|0|0|0|46|20|0|0|0|0|26|0|41825|102872|103429|361500|1057|1946|2.61|3.13|424|424|231|53|0|||||||||||||||||||||
431|elrancho/cdp|El Rancho CDP, California|Tulare County|186508|0|0.072|0|36.220589|-119.06886|16|0|0|0|0|0|0|0|0|16|9|0|0|0|0|7|0||-|-|-|-|-|2.29|-|16|16|0|0|0|||||||||||||||||||||
432|elrio/cdp|El Rio CDP, California|Ventura County|5241815|0|2.024|0|34.245286|-119.156834|6785|988|844|26|0|106|0|0|12|5797|4695|0|40|0|0|768|294|17696|59179|67039|276900|1288|1956|4.05|4.45|4052|2322|263|74|13|||||||||||||||||||||
433|elsegundo|El Segundo city, California|Los Angeles County|14149171|4084|5.463|0.002|33.917145|-118.401554|16839|13835|11443|215|27|1052|201|17|880|3004|2439|11|54|0|30|205|265|42575|84004|103205|762000|1555|1961|2.54|3.2|11690|11206|5262|1935|448|16990|48|0||4|15|29|538|161|305|72|12|11193|3904|3863|330|50|102|26|119|2799
434|elsobrante/cdp/contracosta|El Sobrante CDP (Contra Costa County), California|Contra Costa County|7160846|0|2.765|0|37.980052|-122.306811|13122|10210|5133|1633|8|2753|114|72|497|2912|1921|23|0|0|0|807|161|30822|60732|66806|291800|1213|1962|2.68|3.1|9473|8649|2637|807|238|||||||||||||||||||||
435|elsobrante/cdp/riverside|El Sobrante CDP (Riverside County), California|Riverside County|18682126|0|7.213|0|33.872534|-117.462541|14855|11294|6764|880|17|2410|0|32|1191|3561|2153|4|0|162|0|618|624|30822|99080|99126|391100|2,000+|2001|3.8|3.92|8902|8323|3923|1818|470|||||||||||||||||||||
436|elverano/cdp|El Verano CDP, California|Sonoma County|2958452|0|1.142|0|38.297457|-122.491559|4338|2473|2308|14|0|54|0|14|83|1865|976|0|17|0|0|773|99|25804|50811|43250|426400|1289|1977|2.74|3.22|2991|2192|908|177|48|||||||||||||||||||||
437|elverta/cdp|Elverta CDP, California|Sacramento County|22900219|0|8.842|0|38.718464|-121.445475|5547|4651|4064|56|146|213|0|0|172|896|332|0|15|0|0|517|32|23017|60718|61516|176200|1295|1977|3.16|3.62|3572|2957|360|136|44|||||||||||||||||||||
438|emeraldlakehills/cdp|Emerald Lake Hills CDP, California|San Mateo County|3094662|17265|1.195|0.007|37.465282|-122.265898|4519|4163|3601|20|0|416|0|8|118|356|225|0|15|6|0|110|0|80009|166063|188654|1,000,000+|2,000+|1973|2.83|3.12|3249|3177|2201|1075|485|||||||||||||||||||||
439|emeryville|Emeryville city, California|Alameda County|3317429|2517858|1.281|0.972|37.839907|-122.298964|10497|9459|4580|1627|14|2697|0|8|533|1038|445|21|115|60|0|361|36|53155|69329|84688|317200|1597|1985|1.75|2.62|8480|8177|5806|3009|1109|10972|117|0||7|60|50|1603|129|1354|120|2|6303|4036|401|122|69|44|11|59|1561
440|empire/cdp|Empire CDP, California|Stanislaus County|4049012|0|1.563|0|37.642901|-120.90422|4296|1890|1677|59|44|68|0|0|42|2406|1644|0|0|0|0|700|62|12446|31446|34128|97800|861|1970|3.23|3.91|2544|1758|177|18|18|||||||||||||||||||||
441|encinitas|Encinitas city, California|San Diego County|48722310|3050096|18.812|1.178|33.050632|-117.263616|61008|52508|47654|214|112|3109|61|162|1196|8500|6657|69|31|16|17|1436|274|48067|92564|111696|720800|1737|1978|2.61|3.13|44424|41389|25183|10493|4297|62071|104|0|12||22|70|908|181|642|85|0|38214|14472|12075|1178|237|325|75|96|9756
442|escalon|Escalon city, California|San Joaquin County|5959149|174504|2.301|0.067|37.791335|-120.999644|7252|5743|5534|0|9|82|25|0|93|1509|1110|0|30|11|0|128|230|26249|57971|72694|217800|1036|1983|2.79|3.39|4749|4219|923|226|47|7281|10|0||0|2|8|171|41|108|22|2|3676|1114|1719|124|5|34|8|21|651
443|escondido|Escondido city, California|San Diego County|95982083|455887|37.059|0.176|33.133053|-117.074043|147603|75609|61411|2885|291|8024|145|84|2769|71994|58205|649|682|401|35|10290|1732|21684|49409|53983|335900|1193|1980|3.25|3.69|92238|66585|19910|6076|1663|149839|512|3||35|165|309|3026|500|1994|532|13|58588|18344|22467|2136|171|489|179|171|14631
444|esparto/cdp|Esparto CDP, California|Yolo County|11916630|0|4.601|0|38.69341|-122.024047|3229|1484|1294|0|6|179|0|0|5|1745|1039|0|0|0|0|695|11|19565|64844|66652|209400|1197|1983|3.51|4.11|1894|1407|221|96|50|||||||||||||||||||||
445|etna|Etna city, California|Siskiyou County|1967795|2444|0.76|0.001|41.458199|-122.895819|750|690|641|0|1|6|0|0|42|60|27|0|0|0|0|3|30|14168|26711|28438|153400|819|1969|2.42|3.1|492|417|69|11|3|715|0|0||0|0|0|1|1|0|0|0|433|120|189|19|4|3|3|0|95
446|eucalyptushills/cdp|Eucalyptus Hills CDP, California|San Diego County|12324340|38920|4.758|0.015|32.885177|-116.944983|5352|4573|3544|419|71|293|136|0|110|779|631|0|34|0|0|38|76|31768|71861|78313|365400|1717|1972|3.01|3.27|3232|2968|996|347|33|||||||||||||||||||||
447|eureka|Eureka city, California|Humboldt County|24304862|13129953|9.384|5.07|40.793476|-124.155274|27039|24446|19794|599|805|1312|77|125|1734|2593|1395|57|387|0|0|544|210|21151|38007|50807|240900|829|1953|2.39|3.14|18443|16080|4344|1443|442|26843|145|5||20|67|53|2176|476|1532|168|29|14946|6828|3361|463|304|181|81|36|3692
448|exeter|Exeter city, California|Tulare County|6379248|0|2.463|0|36.294006|-119.145928|10468|6037|5642|100|22|38|43|0|192|4431|3413|45|128|0|0|703|142|19357|41341|46295|159500|848|1979|3.13|3.58|5924|4711|814|220|48|10524|47|0||2|3|42|305|87|199|19|2|3932|1004|2013|178|11|24|17|8|677
449|fairbanksranch/cdp|Fairbanks Ranch CDP, California|San Diego County|13194537|12376|5.094|0.005|32.991596|-117.186611|3245|2886|2886|0|0|0|0|0|0|359|317|0|0|0|0|0|42|55172|119228|133707|1,000,000+|-|1995|3.05|3.26|2197|2083|1639|877|346|||||||||||||||||||||
450|fairfax|Fairfax town, California|Marin County|5707081|0|2.204|0|37.988378|-122.595097|7546|6957|6441|114|0|166|0|0|236|589|287|0|18|0|0|217|67|56506|93354|132545|681000|1508|1959|2.26|2.8|5637|5535|3413|1364|452|7647|16|0||1|1|14|104|22|74|8|1|5385|3630|369|80|133|22|14|17|1120
451|fairfield|Fairfield city, California|Solano County|96834137|635433|37.388|0.245|38.256757|-122.039719|107983|78450|37821|15933|301|16503|1301|642|5949|29533|13186|420|287|371|41|13271|1957|27110|66190|75091|262400|1304|1983|3.03|3.47|68336|58479|15831|4272|1605|110300|519|6||41|201|271|3873|656|2582|635|10|49522|23967|11807|1333|123|305|153|227|11607
452|fairmead/cdp|Fairmead CDP, California|Madera County|20035531|0|7.736|0|37.077473|-120.193661|1983|801|398|73|6|25|5|0|294|1182|987|13|4|0|0|105|73|10861|31058|37550|206300|965|1975|4.28|4.82|1021|550|50|26|16|||||||||||||||||||||
453|fairoaks/cdp|Fair Oaks CDP, California|Sacramento County|27960441|1165534|10.796|0.45|38.650165|-121.250982|31256|28008|24899|563|80|1505|0|71|890|3248|2269|27|62|9|0|626|255|40467|73295|91885|350000|1075|1976|2.4|2.89|22909|21716|9741|3691|1363|||||||||||||||||||||
454|fairview/cdp|Fairview CDP, California|Alameda County|7121719|61587|2.75|0.024|37.677682|-122.044408|9852|7240|3632|1970|35|1087|38|21|457|2612|1777|29|40|0|0|414|352|36521|90365|100551|428300|1647|1972|2.93|3.29|7276|6668|2557|792|263|||||||||||||||||||||
455|fallbrook/cdp|Fallbrook CDP, California|San Diego County|45390210|83293|17.525|0.032|33.374701|-117.221724|31435|18139|16020|486|29|993|0|32|579|13296|8116|19|9|0|0|4678|474|25565|51765|56025|384100|1046|1979|3.01|3.42|20304|15642|4512|1479|359|||||||||||||||||||||
456|fallrivermills/cdp|Fall River Mills CDP, California|Shasta County|6715395|413060|2.593|0.159|41.007241|-121.441134|712|564|544|0|16|4|0|0|0|148|148|0|0|0|0|0|0|17021|32824|30893|256500|484|1971|2.92|3.63|527|462|47|21|0|||||||||||||||||||||
457|farmersville|Farmersville city, California|Tulare County|5849283|0|2.258|0|36.305352|-119.208135|10675|1392|1073|245|11|0|0|0|63|9283|7920|0|61|0|0|1161|141|11102|32455|34538|105500|729|1982|4.18|4.46|5564|3084|178|80|19|10752|52|2||0|5|45|165|46|81|38|1|2473|1010|657|76|4|15|8|4|699
458|farmington/cdp|Farmington CDP, California|San Joaquin County|6583893|0|2.542|0|37.929868|-121.004367|124|115|115|0|0|0|0|0|0|9|9|0|0|0|0|0|0|55222|19886|130357|231800|-|1968|1.48|2|124|124|0|0|0|||||||||||||||||||||
459|fellows/cdp|Fellows CDP, California|Kern County|1700126|0|0.656|0|35.178177|-119.54755|98|98|96|0|0|0|0|0|2|0|0|0|0|0|0|0|0|24036|63250|63500|35000|-|1945|2.8|3.1|60|53|2|0|0|||||||||||||||||||||
460|felton/cdp|Felton CDP, California|Santa Cruz County|11790082|0|4.552|0|37.039221|-122.080473|3957|3717|3329|0|156|151|0|0|81|240|198|0|0|0|0|34|8|41368|75550|95000|487200|1076|1958|2.47|3.19|2806|2702|1215|477|155|||||||||||||||||||||
461|ferndale|Ferndale city, California|Humboldt County|2658923|0|1.027|0|40.579891|-124.261909|1456|1394|1323|0|18|10|0|0|43|62|23|17|0|0|0|22|0|37233|45948|61058|357400|936|1956|2.09|2.8|1122|1057|370|107|27|1360|3|0||0|0|3|17|8|9|0|0|947|371|355|31|11|8|2|2|167
462|fettershotspringsaguacaliente/cdp|Fetters Hot Springs-Agua Caliente CDP, California|Sonoma County|3783771|0|1.461|0|38.327504|-122.487137|4866|2546|2283|0|0|166|0|65|32|2320|1558|2|0|0|0|750|10|28459|58232|60761|402100|1253|1977|3|3.55|3262|2120|906|272|79|||||||||||||||||||||
463|fiddletown/cdp|Fiddletown CDP, California|Amador County|12006554|0|4.636|0|38.509116|-120.760508|86|78|78|0|0|0|0|0|0|8|8|0|0|0|0|0|0|23801|42500|-|-|-|1939-|1.65|2.31|86|68|18|8|8|||||||||||||||||||||
464|fieldbrook/cdp|Fieldbrook CDP, California|Humboldt County|27111447|9982|10.468|0.004|40.972958|-124.028586|812|801|719|13|19|17|0|6|27|11|8|0|0|0|0|3|0|30480|62750|82292|404500|1089|1975|2.47|2.96|615|578|233|88|37|||||||||||||||||||||
465|fieldslanding/cdp|Fields Landing CDP, California|Humboldt County|716667|7676|0.277|0.003|40.724236|-124.218603|130|130|61|0|0|0|0|0|69|0|0|0|0|0|0|0|0|25299|16537|-|-|-|1939-|1.4|5.11|106|84|61|0|0|||||||||||||||||||||
466|fillmore|Fillmore city, California|Ventura County|8711737|3013|3.364|0.001|34.398423|-118.916096|15203|3176|2908|7|36|120|44|0|61|12027|8397|0|156|30|0|2748|696|19205|54519|60142|299100|1157|1975|3.64|3.99|8874|5757|929|377|73|15311|46|0|1||3|42|122|31|75|16|3|6005|2734|1575|147|17|33|27|64|1408
467|firebaugh|Firebaugh city, California|Fresno County|9104593|147542|3.515|0.057|36.853497|-120.453566|7935|686|464|56|0|0|0|0|166|7249|5758|0|72|0|0|1239|180|12436|31312|33518|106900|690|1980|3.64|3.92|4009|1561|206|22|13|8238|75|0||13|2|60|299|79|157|63|6|2248|1166|447|49|4|12|8|18|544
468|fishcamp/cdp|Fish Camp CDP, California|Mariposa County|2342502|5626|0.904|0.002|37.482498|-119.640391|44|44|16|0|28|0|0|0|0|0|0|0|0|0|0|0|0|15666|-|-|-|-|1969|1.52|2.15|44|44|0|0|0|||||||||||||||||||||
469|florencegraham/cdp|Florence-Graham CDP, California|Los Angeles County|9273012|0|3.58|0|33.96772|-118.244386|62815|6197|462|5304|45|174|2|25|185|56618|33315|258|575|9|0|21791|670|10957|33992|33360|238400|992|1951|4.38|4.56|33768|14143|1347|342|108|||||||||||||||||||||
470|florin/cdp|Florin CDP, California|Sacramento County|22545948|0|8.705|0|38.483228|-121.40419|50791|35929|9977|7247|263|14248|1033|96|3065|14862|10225|312|179|240|0|3103|803|16358|40183|44694|143800|998|1981|3.29|3.85|31015|22155|3264|705|219|||||||||||||||||||||
471|floriston/cdp|Floriston CDP, California|Nevada County|2461411|0|0.95|0|39.392931|-120.015121|58|58|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36800|56607|59375|217300|-|1939-|1.57|1.91|58|58|6|6|6|||||||||||||||||||||
472|flournoy/cdp|Flournoy CDP, California|Tehama County|15012811|0|5.796|0|39.928357|-122.446164|143|120|117|0|0|0|0|0|3|23|23|0|0|0|0|0|0|18901|58500|59250|292900|-|1984|2.98|3.21|97|90|15|0|0|||||||||||||||||||||
473|folsom|Folsom city, California|Sacramento County|56842566|6096371|21.947|2.354|38.675957|-121.147656|73334|64661|46431|4231|284|10102|380|619|2614|8673|5181|45|115|272|36|2396|628|38472|100163|116527|393600|1416|1994|2.63|3.18|50124|46125|22924|8663|2479|73329|79|1||8|23|47|1305|244|996|65|5|37618|11448|15872|1198|116|346|63|58|8517
474|fontana|Fontana city, California|San Bernardino County|109892384|0|42.43|0|34.108793|-117.462685|201355|67144|31188|18560|317|11773|839|349|4118|134211|77833|916|1235|288|61|48975|4903|19685|64995|66795|253700|1135|1987|4.06|4.36|116354|84528|18567|5113|969|204532|710|2||39|173|496|3710|686|2191|833|13|65859|32129|14269|1756|162|304|366|199|16674
475|foothillfarms/cdp|Foothill Farms CDP, California|Sacramento County|10877864|0|4.2|0|38.686743|-121.347481|33024|25265|18136|2725|417|1769|101|84|2033|7759|3125|166|54|127|9|3533|745|19658|44590|45764|158600|993|1977|2.79|3.27|20501|17223|2956|748|199|||||||||||||||||||||
476|forbestown/cdp|Forbestown CDP, California|Butte County|16250437|15370|6.274|0.006|39.527584|-121.266222|450|282|202|0|8|0|0|0|72|168|58|0|0|0|0|0|110|20552|63676|64853|141700|-|1978|3.41|4|297|194|0|0|0|||||||||||||||||||||
477|fordcity/cdp|Ford City CDP, California|Kern County|3974712|0|1.535|0|35.164735|-119.4584|4154|2220|2133|0|9|52|0|0|26|1934|1587|0|79|8|0|229|31|14873|32134|38448|94900|864|1956|3.14|3.72|2450|1619|106|21|0|||||||||||||||||||||
478|foresthill/cdp|Foresthill CDP, California|Placer County|28976946|0|11.188|0|39.005289|-120.831366|1345|1247|1096|0|28|0|51|0|72|98|84|0|0|0|0|14|0|26123|34821|75820|213900|976|1981|2.33|2.86|1081|971|120|13|0|||||||||||||||||||||
479|forestmeadows/cdp|Forest Meadows CDP, California|Calaveras County|14646990|0|5.655|0|38.166358|-120.405199|1674|1552|1552|0|0|0|0|0|0|122|122|0|0|0|0|0|0|40314|70484|85114|344400|1286|1988|2.6|2.82|1278|1215|372|93|16|||||||||||||||||||||
480|forestranch/cdp|Forest Ranch CDP, California|Butte County|36059654|0|13.923|0|39.895179|-121.670485|1064|1064|999|0|0|0|0|0|65|0|0|0|0|0|0|0|0|30503|41649|48313|296000|-|1984|2.17|2.65|832|772|242|178|60|||||||||||||||||||||
481|forestville/cdp|Forestville CDP, California|Sonoma County|13615408|0|5.257|0|38.482491|-122.889884|3461|3121|2844|152|7|84|0|0|34|340|121|0|8|0|0|211|0|28818|55740|66136|407200|1278|1959|2.26|2.71|2816|2667|1034|368|97|||||||||||||||||||||
482|fortbidwell/cdp|Fort Bidwell CDP, California|Modoc County|8288088|43571|3.2|0.017|41.863301|-120.159395|161|151|67|0|84|0|0|0|0|10|0|0|2|0|0|0|8|16952|23333|29167|154200|213|1976|2.06|3.67|112|84|21|6|0|||||||||||||||||||||
483|fortbragg|Fort Bragg city, California|Mendocino County|7120034|86606|2.749|0.033|39.441069|-123.80362|7274|4543|4042|43|76|127|51|33|171|2731|1750|0|241|0|0|660|80|20585|34057|54615|299700|978|1965|2.46|3.53|4848|4091|1041|324|143|7245|27|1||0|4|22|256|51|188|17|1|3465|1838|591|120|64|25|19|10|798
484|fortirwin/cdp|Fort Irwin CDP, California|San Bernardino County|18040428|0|6.965|0|35.247701|-116.683411|9191|6907|4264|1385|129|691|3|3|432|2284|1656|86|0|2|113|423|4|19077|49928|51134|-|1232|2000|3.31|3.58|3821|3765|1110|348|95|||||||||||||||||||||
485|fortjones|Fort Jones city, California|Siskiyou County|1559876|0|0.602|0|41.608452|-122.841066|848|784|720|0|9|3|0|0|52|64|55|0|7|0|0|0|2|16945|39500|51250|154300|733|1956|2.62|3.33|512|471|76|21|3|681|0|0||0|0|0|16|5|8|3|0|372|102|161|17|1|5|1|0|85
